Location Name,Location Type,Destination City,Destination_pincode,Destination State,Latitude,Longitude,Volume,active_status,curr_hub,curr_lat,curr_lon,curr_destination
AFNAN TRADER,Demand,NEW DELHI,110053,DELHI,28.6830318,77.2557508,87,0,0,0,0,"0,0"
HEALTH CARE PHARMA,Demand,JAIPUR,302026,RAJASTHAN,26.8765283,75.7066187,50,0,0,0,0,"0,0"
ANNU FASHION,Demand,JAIPUR,302029,RAJASTHAN,26.7978794,75.7703577,67,0,0,0,0,"0,0"
DSM INDIA,Demand,NEW DELHI,110086,DELHI,28.7111866,77.0907322,79,0,0,0,0,"0,0"
S K TRADERS,Demand,NEW DELHI,110019,DELHI,28.5423329,77.2644017,30,0,0,0,0,"0,0"
Gyanbindu,Demand,NEW DELHI,110092,DELHI,28.628764,77.2985836,48,0,0,0,0,"0,0"
NITYAPAL,Demand,SURAT,395010,GUJARAT,21.2003595,72.8762694,35,0,0,0,0,"0,0"
STANFIELD LIFESTYLE,Demand,NEW DELHI,110006,DELHI,28.6505331,77.230337,57,0,0,0,0,"0,0"
RAMBLE COSMETICS,Demand,NEW DELHI,110033,DELHI,28.6937133,77.1847151,28,0,0,0,0,"0,0"
MAAHI ENTERPRISE,Demand,SURAT,394107,GUJARAT,21.2625881,72.8465217,42,0,0,0,0,"0,0"
SE TRADING,Demand,NEW DELHI,110005,DELHI,28.6510001,77.1910913,47,0,0,0,0,"0,0"
NANDANI CREATION LIMITED,Demand,JAIPUR,302006,RAJASTHAN,26.8882463,75.7858387,55,0,0,0,0,"0,0"
AKG ENTERPRISES,Demand,MUMBAI,401107,MAHARASHTRA,19.2111959,72.8392059,51,0,0,0,0,"0,0"
CTM TEXTILES,Demand,JAIPUR,302029,RAJASTHAN,26.7797974,75.7629707,42,0,0,0,0,"0,0"
Rigo International,Demand,FARIDABAD,121003,HARYANA,28.4596382,77.3103201,39,0,0,0,0,"0,0"
HIVA TRENDZ,Demand,SURAT,395010,GUJARAT,21.1964203,72.9041186,43,0,0,0,0,"0,0"
AASHU ENTERPRISES,Demand,YAMUNA NAGAR,135003,HARYANA,30.1387185,77.2962063,64,0,0,0,0,"0,0"
ATZ RETAIL,Demand,NEW DELHI,110086,DELHI,28.7103143,77.0764128,63,0,0,0,0,"0,0"
HEALTH LIFE,Demand,GURGAON,122003,HARYANA,28.4490505,77.0666283,77,0,0,0,0,"0,0"
Kiran Enterprises,Demand,NEW DELHI,110094,DELHI,28.7176027,77.2692381,43,0,0,0,0,"0,0"
MY TRADEWORLD,Demand,JAIPUR,302022,RAJASTHAN,26.7839792,75.8342467,21,0,0,0,0,"0,0"
SKM CREATIONS,Demand,PANIPAT,132103,HARYANA,29.3909464,76.9635023,32,0,0,0,0,"0,0"
REVANS CHEM INDIA PRIVATE LIMITED,Demand,NOIDA,201301,UTTAR PRADESH,28.6127633,77.3871319,59,0,0,0,0,"0,0"
Suman,Demand,NEW DELHI,110092,DELHI,28.6261834,77.2887336,45,0,0,0,0,"0,0"
LITTLE PROFIT TRADING CO.,Demand,NEW DELHI,110033,DELHI,28.7469415,77.1516853,35,0,0,0,0,"0,0"
LALJI HARI VAVIYA,Demand,MUMBAI,400009,MAHARASHTRA,18.95525,72.8372347,36,0,0,0,0,"0,0"
B Women,Demand,NEW DELHI,110092,DELHI,28.6276401,77.293647,41,0,0,0,0,"0,0"
NEO GARMENTS,Demand,MUMBAI,400016,MAHARASHTRA,19.0360861,72.8447675,41,0,0,0,0,"0,0"
TISSU CLOTHING CO.,Demand,SONIPAT,131028,HARYANA,28.8675978,77.1180453,33,0,0,0,0,"0,0"
Haya,Demand,AHMEDABAD,380028,GUJARAT,22.992897,72.5964332,12,0,0,0,0,"0,0"
DREAM BEAUTY FASHION,Demand,SURAT,394220,GUJARAT,21.1395613,72.8258608,30,0,0,0,0,"0,0"
HARI DARSHAN SEVASHRAM P LTD,Demand,NOIDA,201301,UTTAR PRADESH,28.515837,77.418274,37,0,0,0,0,"0,0"
SSP TEX,Demand,SURAT,395008,GUJARAT,21.0990813,72.8567408,18,0,0,0,0,"0,0"
Mayukh Enterprises,Demand,JAIPUR,302029,RAJASTHAN,26.8078684,75.7255192,33,0,0,0,0,"0,0"
JQR SPORTS (INDIA) PRIVATE LIMITED,Demand,BAHADURGARH,124507,HARYANA,28.7149867,76.87642,16,0,0,0,0,"0,0"
Care In Lifestyle Private Limited,Demand,GHAZIABAD,201010,UTTAR PRADESH,28.6607795,77.3304794,49,0,0,0,0,"0,0"
AREEBA COLLECTION,Demand,MUMBAI,400095,MAHARASHTRA,19.1889541,72.835543,41,0,0,0,0,"0,0"
ELITESTRING APPARELS PRIVATE LIMITED,Demand,SONIPAT,131028,HARYANA,28.8753533,77.125595,30,0,0,0,0,"0,0"
MAHALUXMI CREATIONS,Demand,PANIPAT,132103,HARYANA,29.4111087,76.9589319,30,0,0,0,0,"0,0"
Digital Junction,Demand,NEW DELHI,110086,DELHI,28.7169595,77.0611097,34,0,0,0,0,"0,0"
AQUALITE INDUSTRIES PRIVATE LIMITED,Demand,BAHADURGARH,124507,HARYANA,28.6907253,76.9282394,57,0,0,0,0,"0,0"
LIBERTY LIFESTYLE,Demand,SURAT,395010,GUJARAT,21.1912517,72.8447836,23,0,0,0,0,"0,0"
BERG ELECTRONICS,Demand,NEW DELHI,110074,DELHI,28.4868973,77.1788461,16,0,0,0,0,"0,0"
R SONS,Demand,HISSAR,125001,HARYANA,29.1173894,75.6988466,76,0,0,0,0,"0,0"
NEW LUCKY TRADERS,Demand,GHAZIABAD,201102,UTTAR PRADESH,28.7303281,77.3023467,31,0,0,0,0,"0,0"
Sushila Bhanshali,Demand,JAIPUR,302023,RAJASTHAN,26.958983,75.775526,33,0,0,0,0,"0,0"
NEELAM ENTERPRISES,Demand,NEW DELHI,110051,DELHI,28.6484761,77.2929513,34,0,0,0,0,"0,0"
GUNJAN ENTERPRISES,Demand,NEW DELHI,110063,DELHI,28.6710041,77.1181339,52,0,0,0,0,"0,0"
K.K. ENTERPRISES,Demand,JAIPUR,302029,RAJASTHAN,26.8224025,75.7679477,28,0,0,0,0,"0,0"
SD CREATION,Demand,NOIDA,201304,UTTAR PRADESH,28.5280294,77.3769437,65,0,0,0,0,"0,0"
KATSO DESIGNS,Demand,NEW DELHI,110064,DELHI,28.607366,77.292432,63,0,0,0,0,"0,0"
TRIDENT TEX,Demand,TIRUPPUR,641603,TAMIL NADU,11.1350578,77.3258221,37,0,0,0,0,"0,0"
VINAY BOXES PRIVATE LIMITED,Demand,NOIDA,201301,UTTAR PRADESH,28.6063152,77.3855549,44,0,0,0,0,"0,0"
Happy Stoning,Demand,FARIDABAD,121003,HARYANA,28.450578,77.313052,49,0,0,0,0,"0,0"
VANDANA ENTERPRISES,Demand,NEW DELHI,110051,DELHI,28.6476963,77.2881119,36,0,0,0,0,"0,0"
kiran enterprises,Demand,BAHADURGARH,124507,HARYANA,28.6941278,76.9091627,24,0,0,0,0,"0,0"
Jenka Inc,Demand,GURGAON,122001,HARYANA,28.4310435,76.9976363,40,0,0,0,0,"0,0"
SNB ENTERPRISES PVT LTD,Demand,NEW DELHI,110041,DELHI,28.6770211,77.0232403,46,0,0,0,0,"0,0"
ICC CHEMTEC PVT LTD,Demand,NEW DELHI,110068,DELHI,28.5061078,77.20142,31,0,0,0,0,"0,0"
P.S. ENTERPRISES,Demand,JAIPUR,302029,RAJASTHAN,26.8111547,75.7467187,38,0,0,0,0,"0,0"
Yashika Emporium,Demand,PANIPAT,132103,HARYANA,29.3956856,76.9812614,30,0,0,0,0,"0,0"
ALFA TRADING CORP,Demand,NEW DELHI,110035,DELHI,28.674142,77.1675689,58,0,0,0,0,"0,0"
DO BHAI BAGS AND LUGGAGE,Demand,NEW DELHI,110064,DELHI,28.6304732,77.1269438,35,0,0,0,0,"0,0"
GLOBAL MEDICARE INC,Demand,NOIDA,201301,UTTAR PRADESH,28.5829579,77.3154136,57,0,0,0,0,"0,0"
Superstar Enterprises,Demand,NEW DELHI,110036,DELHI,28.8354391,77.1841891,50,0,0,0,0,"0,0"
DOLLAR INDUSTRIES LTD.,Demand,TIRUPPUR,641602,TAMIL NADU,11.1052651,77.3525419,25,0,0,0,0,"0,0"
Rahul Singh Tevatiya,Demand,RAYA,281204,UTTAR PRADESH,27.3684598,77.8265038,45,0,0,0,0,"0,0"
ANVI CREATION'S,Demand,JAIPUR,302017,RAJASTHAN,26.8245338,75.8610095,20,0,0,0,0,"0,0"
AVEREST TREND PRIVATE LIMITED,Demand,SURAT,395010,GUJARAT,21.1969837,72.8584394,70,0,0,0,0,"0,0"
ECO SHINE,Demand,SURAT,395017,GUJARAT,21.1432829,72.8048237,27,0,0,0,0,"0,0"
KESHAV AGENCIES,Demand,NEW DELHI,110035,DELHI,28.6723606,77.1555729,20,0,0,0,0,"0,0"
Bewakoof Brands Pvt Ltd,Demand,BHIWANDI,421302,MAHARASHTRA,19.2451701,73.0242465,36,0,0,0,0,"0,0"
SHAHNAZ AYRUVEDIC,Demand,NOIDA,201305,UTTAR PRADESH,28.5385481,77.4075181,39,0,0,0,0,"0,0"
INDUS COSMECEUTICALS PRIVATE LIMITED,Demand,FARIDABAD,121003,HARYANA,28.4439111,77.3125928,47,0,0,0,0,"0,0"
GBL GARDEN PRIVATE LIMITED,Demand,JAIPUR,302022,RAJASTHAN,26.7789388,75.8418462,10,0,0,0,0,"0,0"
AIKM PHARMA PRIVATE LIMITED,Demand,NOIDA,201301,UTTAR PRADESH,28.5986029,77.3972385,26,0,0,0,0,"0,0"
Selfcare Apparels Pvt. Ltd.,Demand,NEW DELHI,110092,DELHI,28.638017,77.305993,26,0,0,0,0,"0,0"
RISHIKA ENTERPRISES,Demand,KANPUR,208001,UTTAR PRADESH,26.4571476,80.3528578,21,0,0,0,0,"0,0"
TAP FASHION,Demand,MUMBAI,400101,MAHARASHTRA,19.1990349,72.8684742,36,0,0,0,0,"0,0"
SVM INC,Demand,NOIDA,201301,UTTAR PRADESH,28.627814,77.381404,28,0,0,0,0,"0,0"
VARDHMAAN CREATION,Demand,FARIDABAD,121001,HARYANA,28.3662691,77.3151209,22,0,0,0,0,"0,0"
BOT RETAILS,Demand,NEW DELHI,110018,DELHI,28.650614,77.0974073,38,0,0,0,0,"0,0"
AKS TRADERS,Demand,BAHADURGARH,124505,HARYANA,28.7262758,76.8726148,38,0,0,0,0,"0,0"
Silver Shine,Demand,VADODARA,390019,GUJARAT,22.310925,73.2378935,38,0,0,0,0,"0,0"
NIRMAN ENTERPRISES,Demand,NEW DELHI,110096,DELHI,28.6345048,77.3195196,20,0,0,0,0,"0,0"
J.K.CREATION,Demand,JAIPUR,302004,RAJASTHAN,26.8918653,75.8235605,31,0,0,0,0,"0,0"
Neel Fab & Fashion,Demand,JAIPUR,302029,RAJASTHAN,26.8225458,75.7854634,33,0,0,0,0,"0,0"
HIGHLIGHT FASHION EXPORT,Demand,JAIPUR,302029,RAJASTHAN,26.8170078,75.7773485,28,0,0,0,0,"0,0"
SONAL GUPTA,Demand,GHAZIABAD,201009,UTTAR PRADESH,28.6208413,77.4594847,26,0,0,0,0,"0,0"
WECURE AYURVEDA,Demand,SONIPAT,131029,HARYANA,28.9339414,77.0799066,14,0,0,0,0,"0,0"
AMLANI RETAIL PRIVATE LIMITED,Demand,AHMEDABAD,382405,GUJARAT,22.9664201,72.6159612,32,0,0,0,0,"0,0"
PALAK FOOTWEAR,Demand,KANPUR,208012,UTTAR PRADESH,26.466096,80.328297,22,0,0,0,0,"0,0"
DSR KIDS LLP,Demand,BHIWANDI,421302,MAHARASHTRA,19.2525656,73.0367362,29,0,0,0,0,"0,0"
Nice Deal Enterprises Pvt. Ltd.,Demand,NEW DELHI,110092,DELHI,28.6348765,77.2853406,33,0,0,0,0,"0,0"
Lyla Blanc Private Limited,Demand,BHIWANDI,421302,MAHARASHTRA,19.2507848,73.0334268,25,0,0,0,0,"0,0"
Asha traders,Demand,NEW DELHI,110092,DELHI,28.6289835,77.2899697,34,0,0,0,0,"0,0"
NIINE PRIVATE LIMITED,Demand,NEW DELHI,110036,DELHI,28.5684378,77.2786705,25,0,0,0,0,"0,0"
PRIDE,Demand,AHMEDABAD,380008,GUJARAT,22.9656932,72.595901,11,0,0,0,0,"0,0"
THREADS ENTERPRISE,Demand,SURAT,395008,GUJARAT,21.2187361,72.8582399,405,0,0,0,0,"0,0"
CREATURE RETAIL PVT LTD,Demand,GHAZIABAD,201009,UTTAR PRADESH,28.6791193,77.4244001,29,0,0,0,0,"0,0"
RAVARIYA GRAPHICS,Demand,MUMBAI,400003,MAHARASHTRA,18.950305,72.834723,11,0,0,0,0,"0,0"
vivek inc.,Demand,PANIPAT,132103,HARYANA,29.3850334,76.969097,33,0,0,0,0,"0,0"
pixelfox,Demand,NEW DELHI,110094,DELHI,28.7092295,77.259735,35,0,0,0,0,"0,0"
ACHIVE HEALTH FOOD,Demand,SURAT,395006,GUJARAT,21.2131628,72.8759109,87,0,0,0,0,"0,0"
RAJNI ENTERPRISES,Demand,GONDA,271001,UTTAR PRADESH,27.1336873,81.9542085,26,0,0,0,0,"0,0"
ARYAN TEXTILES,Demand,JAIPUR,302029,RAJASTHAN,26.7797974,75.7629707,26,0,0,0,0,"0,0"
DSS Cottinfab Ltd,Demand,NOIDA,201301,UTTAR PRADESH,28.6167654,77.3789176,22,0,0,0,0,"0,0"
UPPER CIRCUIT TRADING LLP,Demand,NEW DELHI,110042,DELHI,28.7499867,77.1183137,25,0,0,0,0,"0,0"
PINAKIN ENTERPRISES,Demand,NOIDA,201306,UTTAR PRADESH,28.5332429,77.4690929,32,0,0,0,0,"0,0"
KITCHEN KRAFTS INDUSTRIES,Demand,AHMEDABAD,382415,GUJARAT,27.181839,77.9663698,20,0,0,0,0,"0,0"
RUDRA ENGINEERING,Demand,SURAT,395010,GUJARAT,21.1916466,72.8813749,14,0,0,0,0,"0,0"
THE PERFECT SERVICES,Demand,JAIPUR,302033,RAJASTHAN,26.8191641,75.7659513,26,0,0,0,0,"0,0"
XYXX APPARELS PRIVATE LIMITED,Demand,SURAT,395010,GUJARAT,21.1891752,72.8965436,18,0,0,0,0,"0,0"
MOU Enterprises,Demand,NEW DELHI,110091,DELHI,28.5994667,77.2940286,21,0,0,0,0,"0,0"
SATYAM ENTERPRISES,Demand,GURGAON,122001,HARYANA,28.4753039,77.0177749,26,0,0,0,0,"0,0"
SHREENATH FABRICS,Demand,SURAT,395002,GUJARAT,21.1897762,72.845145,18,0,0,0,0,"0,0"
Himanshi Enterprises,Demand,NEW DELHI,110042,DELHI,28.7401139,77.1825788,25,0,0,0,0,"0,0"
INDIYUM FOODS PRIVATE LIMITED,Demand,SONIPAT,131029,HARYANA,28.932708,77.0995282,15,0,0,0,0,"0,0"
GOPIRAM & SONS BALAJI INDIA,Demand,FARIDABAD,121005,HARYANA,28.3629015,77.2903259,63,0,0,0,0,"0,0"
VAPOR SPORTS,Demand,NEW DELHI,110041,DELHI,28.685891,76.9660385,26,0,0,0,0,"0,0"
APNAV ENTERPRISES,Demand,NEW DELHI,110055,DELHI,28.652392,77.212367,40,0,0,0,0,"0,0"
SH NASIMA MANUFACTURER,Demand,INDORE,452002,MADHYA PRADESH,22.7130291,75.8388698,37,0,0,0,0,"0,0"
RUPA PUBLICATIONS INDIA PVT LTD,Demand,NEW DELHI,110002,DELHI,28.6479687,77.2427268,17,0,0,0,0,"0,0"
SHIV ENTERPRISES,Demand,NEW DELHI,110035,DELHI,28.6758565,77.1593012,18,0,0,0,0,"0,0"
Aadiyatri,Demand,FARIDABAD,121003,HARYANA,28.450578,77.313052,23,0,0,0,0,"0,0"
AGRAYYANA,Demand,AHMEDABAD,382350,GUJARAT,23.0404638,72.6557231,20,0,0,0,0,"0,0"
MEETA ACCESSORIES PRIVATE LIMITED,Demand,NEW DELHI,110094,DELHI,28.7047697,77.2829966,20,0,0,0,0,"0,0"
AJMAL AND SONS,Demand,MUMBAI,400072,MAHARASHTRA,19.0998425,72.8851009,37,0,0,0,0,"0,0"
BAWRI,Demand,JAIPUR,302039,RAJASTHAN,26.9720543,75.7628783,9,0,0,0,0,"0,0"
YUFTA LLP,Demand,JAIPUR,302020,RAJASTHAN,26.8422451,75.7745588,11,0,0,0,0,"0,0"
IMAGINE DESIGN STUDIOS,Demand,NEW DELHI,110092,DELHI,28.6401136,77.2879242,56,0,0,0,0,"0,0"
AMIT CREATION,Demand,SURAT,395010,GUJARAT,21.1717043,72.9630214,65,0,0,0,0,"0,0"
FAB WOVEN,Demand,SURAT,395010,GUJARAT,21.1926612,72.874645,26,0,0,0,0,"0,0"
SMK Enterprise,Demand,SURAT,395006,GUJARAT,21.218137,72.8950639,21,0,0,0,0,"0,0"
GOKUL INDIA EXIM,Demand,RAJKOT,360004,GUJARAT,22.2093572,70.8009108,32,0,0,0,0,"0,0"
MS BEST IDEAS,Demand,JALANDHAR,144003,PUNJAB,31.3031433,75.5516585,40,0,0,0,0,"0,0"
ARYANVEDA HERBALS,Demand,NEW DELHI,110040,DELHI,28.8059497,77.0746809,25,0,0,0,0,"0,0"
MY DESIGN,Demand,FARIDABAD,121013,HARYANA,28.474426,77.3415498,50,0,0,0,0,"0,0"
HAPPY FEETS,Demand,KANPUR,208012,UTTAR PRADESH,26.465429,80.326969,8,0,0,0,0,"0,0"
BUY BASKET,Demand,GONDA,271001,UTTAR PRADESH,27.1345268,81.9527996,19,0,0,0,0,"0,0"
SUPERTRUST MARKETING,Demand,NEW DELHI,110092,DELHI,28.6340494,77.2872412,32,0,0,0,0,"0,0"
A H Traders,Demand,JAIPUR,302020,RAJASTHAN,26.8363507,75.7585094,16,0,0,0,0,"0,0"
VIPIN GARG,Demand,NEW DELHI,110042,DELHI,28.6174128,77.0744239,15,0,0,0,0,"0,0"
A.D. Products (P) Ltd.,Demand,SONIPAT,131028,HARYANA,28.867537,77.1332259,21,0,0,0,0,"0,0"
Lyvi Wardrobe Private Limited,Demand,NEW DELHI,110068,DELHI,28.5089956,77.2010449,19,0,0,0,0,"0,0"
JOVEES HERBAL CARE INDIA LIMITED,Demand,NOIDA,201301,UTTAR PRADESH,28.5943857,77.3913348,21,0,0,0,0,"0,0"
amisha gift gallery,Demand,GHAZIABAD,201007,UTTAR PRADESH,28.6758355,77.375699,30,0,0,0,0,"0,0"
Fornax Enterprises,Demand,NEW DELHI,110092,DELHI,28.628981,77.273738,26,0,0,0,0,"0,0"
GLORY SAREES,Demand,SURAT,395010,GUJARAT,21.1969837,72.8584394,18,0,0,0,0,"0,0"
samtroh,Demand,NEW DELHI,110092,DELHI,28.5338671,77.2626282,22,0,0,0,0,"0,0"
VNR INDIA,Demand,NEW DELHI,110052,DELHI,28.6980935,77.1676052,15,0,0,0,0,"0,0"
Kashish Imitation Jewellery,Demand,NEW DELHI,110063,DELHI,28.6694663,77.1174192,30,0,0,0,0,"0,0"
Upix Inc.,Demand,VADODARA,390001,GUJARAT,22.299155,73.2019569,23,0,0,0,0,"0,0"
GOAL ZONE,Demand,GHAZIABAD,201007,UTTAR PRADESH,28.678142,77.375317,111,0,0,0,0,"0,0"
PRIDE SHOES,Demand,JAIPUR,302013,RAJASTHAN,26.9713671,75.7550619,23,0,0,0,0,"0,0"
SUGANDHI SNUFF KING PVT LTD,Demand,NEW DELHI,110044,DELHI,28.5066295,77.2983373,18,0,0,0,0,"0,0"
PRINTISTA,Demand,FARIDABAD,121003,HARYANA,28.4587846,77.3243494,18,0,0,0,0,"0,0"
Blooms Mall,Demand,NOIDA,201301,UTTAR PRADESH,28.5774092,77.3223915,11,0,0,0,0,"0,0"
SHOP INDIA,Demand,NOIDA,201301,UTTAR PRADESH,28.6215997,77.4257472,21,0,0,0,0,"0,0"
SHUBH UPAHAAR,Demand,NEW DELHI,110041,DELHI,28.6441567,77.0607637,35,0,0,0,0,"0,0"
RPM ENTERPRISES,Demand,GHAZIABAD,201010,UTTAR PRADESH,28.6459289,77.344848,39,0,0,0,0,"0,0"
S S INTERNATIONAL,Demand,GURGAON,122001,HARYANA,28.4733669,77.0213437,69,0,0,0,0,"0,0"
V K SELLER,Demand,SURAT,395009,GUJARAT,21.1838282,72.7862673,24,0,0,0,0,"0,0"
GANGANI CREATION,Demand,SURAT,395010,GUJARAT,21.1896473,72.8832168,12,0,0,0,0,"0,0"
SYON ENTERPRISES,Demand,GHAZIABAD,201014,UTTAR PRADESH,28.6380457,77.3636238,20,0,0,0,0,"0,0"
Bonjour Retail,Demand,NOIDA,201306,UTTAR PRADESH,28.5131129,77.5278934,13,0,0,0,0,"0,0"
VAIKUNTH FABRICS,Demand,SURAT,395010,GUJARAT,21.1969837,72.8584394,21,0,0,0,0,"0,0"
AGS ESHOP,Demand,MATHURA,281001,UTTAR PRADESH,27.5147244,77.718739,15,0,0,0,0,"0,0"
KATARIA BELT HOUSE,Demand,NEW DELHI,110006,DELHI,28.6585105,77.2127305,20,0,0,0,0,"0,0"
PAYSTORE,Demand,HISSAR,125001,HARYANA,29.1396085,75.7218279,22,0,0,0,0,"0,0"
NILAM ENTERPRISE,Demand,SURAT,394101,GUJARAT,21.2404509,72.8715064,25,0,0,0,0,"0,0"
Encompass Design India Private Limited,Demand,BHIWANDI,421302,MAHARASHTRA,19.2812547,73.0482912,14,0,0,0,0,"0,0"
Atulya Traders,Demand,JAIPUR,302039,RAJASTHAN,26.9575612,75.7842833,20,0,0,0,0,"0,0"
ZEHRA ENTERPRISES,Demand,NEW DELHI,110006,DELHI,28.6630714,77.2115498,12,0,0,0,0,"0,0"
MY UNIQCHOICE,Demand,JAIPUR,302022,RAJASTHAN,26.777598,75.8580054,10,0,0,0,0,"0,0"
URBAN WHIZ,Demand,NEW DELHI,110094,DELHI,28.7160993,77.2615057,8,0,0,0,0,"0,0"
JIYO FASHION HUB,Demand,NEW DELHI,110031,DELHI,28.6660548,77.2577745,13,0,0,0,0,"0,0"
GRAIN LINE INTERNATIONAL,Demand,TIRUPPUR,641602,TAMIL NADU,11.1588861,77.3488936,5,0,0,0,0,"0,0"
M/S DEEVA CREATIONS,Demand,NOIDA,201301,UTTAR PRADESH,28.5974635,77.3905778,6,0,0,0,0,"0,0"
DOLLAR INDUSTRIES LTD.,Demand,NEW DELHI,110041,DELHI,28.6525707,77.0633346,13,0,0,0,0,"0,0"
Hum Tum cosmetics,Demand,NEW DELHI,110092,DELHI,28.6284551,77.2897197,11,0,0,0,0,"0,0"
MICRO INDUSTRIAL CORPORATION,Demand,NEW DELHI,110041,DELHI,28.6458491,77.0442183,18,0,0,0,0,"0,0"
Vinod handicrafts,Demand,NEW DELHI,110063,DELHI,28.667285,77.116002,20,0,0,0,0,"0,0"
ADEVYA SPORTS PRIVATE LIMITED,Demand,NEW DELHI,110087,DELHI,28.677477,77.091519,19,0,0,0,0,"0,0"
MARUTI NANDAN TRADING,Demand,NEW DELHI,110094,DELHI,28.7226091,77.2597551,8,0,0,0,0,"0,0"
TIME ZONE,Demand,NEW DELHI,110006,DELHI,28.6610779,77.2345881,16,0,0,0,0,"0,0"
GS ENTERPRISES,Demand,GHAZIABAD,201005,UTTAR PRADESH,28.6924851,77.3465431,25,0,0,0,0,"0,0"
ANNEX CREATIONS PRIVATE LIMITED,Demand,JAIPUR,302020,RAJASTHAN,26.8422451,75.7745588,5,0,0,0,0,"0,0"
RADHE ENTERPRISE,Demand,SURAT,394210,GUJARAT,21.1707493,72.8930072,13,0,0,0,0,"0,0"
VI-JOHN HEALTHCARE INDIA LLP,Demand,GURGAON,122016,HARYANA,28.4981503,77.0612809,5,0,0,0,0,"0,0"
UE AUTOTECH (I) PRIVATE LIMITED,Demand,NEW DELHI,110035,DELHI,28.674142,77.1675689,18,0,0,0,0,"0,0"
JOYLIFE INDIA,Demand,HISSAR,125001,HARYANA,29.1730941,75.7233173,8,0,0,0,0,"0,0"
KANHAA,Demand,NEW DELHI,110032,DELHI,28.6694348,77.2872061,24,0,0,0,0,"0,0"
P.R. ENTERPRISES,Demand,NEW DELHI,110052,DELHI,28.7002813,77.1655919,23,0,0,0,0,"0,0"
NAVYA COLLECTION,Demand,GURGAON,122001,HARYANA,28.4469327,77.0106184,10,0,0,0,0,"0,0"
KRISHNA BEAUTY SHOP,Demand,RAJKOT,360004,GUJARAT,22.2450403,70.8125814,15,0,0,0,0,"0,0"
GLOBAL STORE,Demand,GONDA,271001,UTTAR PRADESH,27.1345268,81.9527996,26,0,0,0,0,"0,0"
GEETA TIMES,Demand,SURAT,395010,GUJARAT,21.2165795,72.8920316,20,0,0,0,0,"0,0"
SHRI RAM,Demand,NEW DELHI,110083,DELHI,28.6909866,77.0879212,18,0,0,0,0,"0,0"
DUDANI RETAIL PRIVATE LIMITED,Demand,JAIPUR,302006,RAJASTHAN,26.8859612,75.7874984,21,0,0,0,0,"0,0"
SANCTIFY PLANET PRIVATE LIMITED,Demand,GHAZIABAD,201001,UTTAR PRADESH,28.6721899,77.4379257,11,0,0,0,0,"0,0"
Gutthi Enterprises,Demand,NEW DELHI,110019,DELHI,28.53704,77.2668579,17,0,0,0,0,"0,0"
J K ENTERPRISES,Demand,NEW DELHI,110088,DELHI,28.7106146,77.1557063,15,0,0,0,0,"0,0"
Subh Arts,Demand,NEW DELHI,110092,DELHI,28.6275012,77.2931293,26,0,0,0,0,"0,0"
N C ENTERPRISE,Demand,RAJKOT,360004,GUJARAT,22.2606583,70.76276,7,0,0,0,0,"0,0"
DHRUV TRADERS,Demand,NOIDA,201301,UTTAR PRADESH,28.6209681,77.3811702,17,0,0,0,0,"0,0"
DEL IMPEX PRIVATE LIMITED,Demand,NEW DELHI,110002,DELHI,28.648956,77.2426388,28,0,0,0,0,"0,0"
R2 ENTERPRISES,Demand,NEW DELHI,110006,DELHI,28.6620869,77.2000357,27,0,0,0,0,"0,0"
RAMESH PUBLISHING HOUSE,Demand,NEW DELHI,110002,DELHI,28.6448474,77.2403773,22,0,0,0,0,"0,0"
HANUMANT TRADERS,Demand,GONDA,271001,UTTAR PRADESH,27.1363003,81.9582548,32,0,0,0,0,"0,0"
ANJAL TRADER,Demand,SURAT,395006,GUJARAT,21.219324,72.894892,15,0,0,0,0,"0,0"
HIMALAY FASHION,Demand,SURAT,394210,GUJARAT,21.1371016,72.85159,23,0,0,0,0,"0,0"
HOME SIZZLER INDIA PRIVATE LIMITED,Demand,PANIPAT,132103,HARYANA,29.3652884,76.9801476,17,0,0,0,0,"0,0"
GLITZZ INTERNATIONAL,Demand,FARIDABAD,121003,HARYANA,28.4623144,77.3005385,14,0,0,0,0,"0,0"
KAVYA ENTERPRISE,Demand,MUMBAI,400064,MAHARASHTRA,19.1913993,72.8416839,30,0,0,0,0,"0,0"
VEERAA CLOTHING,Demand,TIRUPPUR,641602,TAMIL NADU,11.1077883,77.3314092,17,0,0,0,0,"0,0"
INFINITY CRAFT,Demand,INDORE,452016,MADHYA PRADESH,22.7646968,75.8683124,15,0,0,0,0,"0,0"
Jenka Inc,Demand,GURGAON,122001,HARYANA,28.4310435,76.9976363,23,0,0,0,0,"0,0"
SHRI BALA JI RETAIL,Demand,NEW DELHI,110041,DELHI,28.6825818,76.9649827,14,0,0,0,0,"0,0"
VAYU EDUCATION OF INDIA,Demand,NEW DELHI,110092,DELHI,28.6394246,77.3109035,26,0,0,0,0,"0,0"
Sana Cosmetics,Demand,MUMBAI,401107,MAHARASHTRA,19.2844299,72.8599151,19,0,0,0,0,"0,0"
RANG RUP,Demand,SURAT,395010,GUJARAT,21.1926612,72.874645,21,0,0,0,0,"0,0"
SATYAM ENTERPRISES,Demand,GURGAON,122001,HARYANA,28.4736972,77.0219887,23,0,0,0,0,"0,0"
Singh Collaction,Demand,NEW DELHI,110019,DELHI,28.5323835,77.2666439,11,0,0,0,0,"0,0"
